Order_ID,Product_ID,User_ID,Order_Date,Product_Category,Product_Price,Order_Quantity,Discount_Applied,Shipping_Method,Payment_Method,User_Age,User_Gender,User_Location,Return_Status,Return_Reason,Days_to_Return,Order_Value,Return_Cost,Profit_Loss,CO2_Emissions,Packaging_Waste,CO2_Saved,Waste_Avoided,REVENUE,DISCOUNT_AMT,Final revenue,MONTH,year,age grp
ORD00689,PROD0281,USER1651,21-04-2023,Home Appliances,832.95,4,7.87,Next-Day,Debit Card,61,Female,Vijayawada,Not Returned,No Return,0,3069.6,0,3069.59,2,0.8,2,0.8,3331.8,262.21,3069.59,April,2023,45+
ORD00690,PROD0094,USER0403,06-11-2022,Clothing,1811.75,5,5.45,Next-Day,COD,52,Male,Visakhapatnam,Not Returned,No Return,0,8565,0,8565.05,2,1,2,1,9058.75,493.7,8565.05,November,2022,45+
ORD00691,PROD0473,USER0023,17-11-2023,Toys,555.98,4,28.4,Express,Debit Card,25,Female,Guntur,Not Returned,No Return,0,1592.3,0,1592.33,1.5,0.8,1.5,0.8,2223.92,631.59,1592.33,November,2023,25-34
ORD00692,PROD0315,USER1735,24-03-2023,Electronics,1932.64,4,43.3,Express,Credit Card,50,Female,Tirupati,Not Returned,No Return,0,4383.2,0,4383.23,1.5,0.8,1.5,0.8,7730.56,3347.33,4383.23,March,2023,45+
ORD00693,PROD0446,USER1431,31-07-2022,Toys,1569.77,4,2.9,Express,COD,43,Male,Kakinada,Not Returned,No Return,0,6097,0,6096.99,1.5,0.8,1.5,0.8,6279.08,182.09,6096.99,July,2022,35-44
ORD00694,PROD0261,USER1729,14-09-2023,Home Appliances,616.66,4,16.58,Express,Credit Card,65,Male,Kolkata,Not Returned,No Return,0,2057.7,0,2057.67,1.5,0.8,1.5,0.8,2466.64,408.97,2057.67,September,2023,45+
ORD00695,PROD0203,USER1987,07-08-2022,Toys,821.92,3,29.39,Next-Day,COD,18,Male,Howrah,Returned,Defective,53,1741.1,200,1541.07,2,0.6,0,0,2465.76,724.69,1741.07,August,2022,18-24
ORD00696,PROD0372,USER0077,14-07-2025,Home Appliances,1916.13,5,14.5,Next-Day,COD,18,Female,Siliguri,Not Returned,No Return,0,8191.5,0,8191.46,2,1,2,1,9580.65,1389.19,8191.46,July,2025,18-24
ORD00697,PROD0197,USER0170,04-09-2024,Books,1441.78,5,43.88,Next-Day,COD,65,Male,Durgapur,Not Returned,No Return,0,4045.6,0,4045.63,2,1,2,1,7208.9,3163.27,4045.63,September,2024,45+
ORD00698,PROD0476,USER0870,12-05-2022,Home Appliances,527.72,5,22.12,Express,Wallet,57,Male,Asansol,Not Returned,No Return,0,2054.9,0,2054.94,1.5,1,1.5,1,2638.6,583.66,2054.94,May,2022,45+
ORD00699,PROD0488,USER0447,24-09-2022,Clothing,914.11,4,19.99,Standard,Wallet,62,Male,Ahmedabad,Not Returned,No Return,0,2925.5,0,2925.52,1,0.8,1,0.8,3656.44,730.92,2925.52,September,2022,45+
ORD00700,PROD0348,USER1065,03-04-2022,Books,1690.25,5,49.55,Standard,Credit Card,53,Female,Surat,Returned,Size Issue,26,4263.7,200,4063.66,1,1,0,0,8451.25,4187.59,4263.66,April,2022,45+
ORD00701,PROD0053,USER1023,19-10-2022,Toys,419.05,2,20.25,Next-Day,COD,32,Male,Vadodara,Not Returned,No Return,0,668.4,0,668.38,2,0.4,2,0.4,838.1,169.72,668.38,October,2022,25-34
ORD00702,PROD0190,USER0029,16-08-2023,Home Appliances,252.02,5,36.27,Standard,Debit Card,49,Male,Rajkot,Returned,Wrong Item,31,803.1,200,603.06,1,1,0,0,1260.1,457.04,803.06,August,2023,45+
ORD00703,PROD0220,USER1690,10-03-2023,Clothing,1786.18,5,14.62,Standard,Credit Card,32,Female,Bhavnagar,Not Returned,No Return,0,7625.2,0,7625.2,1,1,1,1,8930.9,1305.7,7625.2,March,2023,25-34
ORD00704,PROD0330,USER1060,24-07-2023,Home Appliances,1233.73,5,0.11,Express,Wallet,38,Female,Jaipur,Not Returned,No Return,0,6161.9,0,6161.86,1.5,1,1.5,1,6168.65,6.79,6161.86,July,2023,35-44
ORD00705,PROD0450,USER1014,11-01-2023,Clothing,1345.67,1,25.52,Next-Day,COD,19,Male,Jodhpur,Returned,Changed Mind,35,1002.3,200,802.26,2,0.2,0,0,1345.67,343.41,1002.26,January,2023,18-24
ORD00706,PROD0086,USER1665,22-01-2022,Clothing,1253.67,4,47.19,Next-Day,Debit Card,44,Female,Udaipur,Not Returned,No Return,0,2648.3,0,2648.25,2,0.8,2,0.8,5014.68,2366.43,2648.25,January,2022,35-44
ORD00707,PROD0083,USER1605,23-12-2024,Books,1366.54,3,46.44,Next-Day,COD,35,Female,Kota,Returned,Defective,9,2195.8,200,1995.76,2,0.6,0,0,4099.62,1903.86,2195.76,December,2024,35-44
ORD00708,PROD0257,USER0965,05-11-2024,Books,1400.6,1,28.17,Next-Day,Credit Card,54,Female,Ajmer,Not Returned,No Return,0,1006.1,0,1006.05,2,0.2,2,0.2,1400.6,394.55,1006.05,November,2024,45+
ORD00709,PROD0362,USER0780,24-10-2022,Toys,907.73,4,3.72,Standard,COD,45,Female,Lucknow,Not Returned,No Return,0,3495.8,0,3495.85,1,0.8,1,0.8,3630.92,135.07,3495.85,October,2022,45+
ORD00710,PROD0016,USER0287,16-10-2023,Books,1525.81,5,0.37,Next-Day,Debit Card,31,Female,Kanpur,Not Returned,No Return,0,7600.8,0,7600.82,2,1,2,1,7629.05,28.23,7600.82,October,2023,25-34
ORD00711,PROD0398,USER1913,20-11-2024,Electronics,1266.3,3,45.2,Standard,Wallet,54,Female,Agra,Returned,Wrong Item,51,2081.8,200,1881.8,1,0.6,0,0,3798.9,1717.1,2081.8,November,2024,45+
ORD00712,PROD0013,USER1176,13-05-2022,Toys,249.54,3,36.43,Express,Credit Card,52,Female,Varanasi,Not Returned,No Return,0,475.9,0,475.9,1.5,0.6,1.5,0.6,748.62,272.72,475.9,May,2022,45+
ORD00713,PROD0282,USER1781,26-05-2025,Toys,1614.62,4,10.75,Next-Day,COD,22,Male,Prayagraj,Not Returned,No Return,0,5764.2,0,5764.19,2,0.8,2,0.8,6458.48,694.29,5764.19,May,2025,18-24
ORD00714,PROD0149,USER1756,16-04-2023,Books,760.82,3,46.53,Next-Day,Debit Card,45,Female,Indore,Not Returned,No Return,0,1220.4,0,1220.43,2,0.6,2,0.6,2282.46,1062.03,1220.43,April,2023,45+
ORD00715,PROD0344,USER0075,01-09-2024,Home Appliances,798.44,4,41.09,Standard,Debit Card,32,Male,Bhopal,Not Returned,No Return,0,1881.4,0,1881.44,1,0.8,1,0.8,3193.76,1312.32,1881.44,September,2024,25-34
ORD00716,PROD0279,USER0192,24-01-2023,Clothing,757.18,5,48.95,Next-Day,COD,28,Male,Jabalpur,Not Returned,No Return,0,1932.7,0,1932.7,2,1,2,1,3785.9,1853.2,1932.7,January,2023,25-34
ORD00717,PROD0489,USER0191,16-07-2025,Toys,1986.41,4,31.32,Next-Day,Wallet,59,Male,Gwalior,Not Returned,No Return,0,5457.1,0,5457.07,2,0.8,2,0.8,7945.64,2488.57,5457.07,July,2025,45+
ORD00718,PROD0008,USER1877,13-09-2023,Clothing,135.81,2,25.35,Next-Day,Credit Card,35,Male,Raipur,Not Returned,No Return,0,202.8,0,202.76,2,0.4,2,0.4,271.62,68.86,202.76,September,2023,35-44
ORD00719,PROD0396,USER0385,04-12-2022,Toys,860.83,3,22.32,Next-Day,Credit Card,42,Female,Bilaspur,Not Returned,No Return,0,2006.1,0,2006.08,2,0.6,2,0.6,2582.49,576.41,2006.08,December,2022,35-44
ORD00720,PROD0395,USER1177,25-08-2023,Home Appliances,501.1,2,15.2,Express,Debit Card,49,Female,Bhubaneswar,Not Returned,No Return,0,849.9,0,849.87,1.5,0.4,1.5,0.4,1002.2,152.33,849.87,August,2023,45+
ORD00721,PROD0326,USER0467,12-07-2023,Toys,798.49,1,39.21,Standard,COD,61,Male,Cuttack,Returned,Wrong Item,47,485.4,200,285.4,1,0.2,0,0,798.49,313.09,485.4,July,2023,45+
ORD00722,PROD0223,USER0003,20-10-2024,Books,1602.4,2,37.7,Next-Day,Credit Card,37,Female,Rourkela,Not Returned,No Return,0,1996.6,0,1996.59,2,0.4,2,0.4,3204.8,1208.21,1996.59,October,2024,35-44
ORD00723,PROD0044,USER1171,17-04-2024,Electronics,241.73,3,45.82,Standard,COD,26,Male,Ranchi,Not Returned,No Return,0,392.9,0,392.91,1,0.6,1,0.6,725.19,332.28,392.91,April,2024,25-34
ORD00724,PROD0039,USER1900,22-07-2024,Toys,1001.61,1,2.86,Next-Day,Debit Card,62,Female,Jamshedpur,Not Returned,No Return,0,973,0,972.96,2,0.2,2,0.2,1001.61,28.65,972.96,July,2024,45+
ORD00725,PROD0465,USER0800,22-07-2022,Toys,1697.73,2,5.64,Next-Day,Credit Card,64,Female,Dhanbad,Not Returned,No Return,0,3204,0,3203.96,2,0.4,2,0.4,3395.46,191.5,3203.96,July,2022,45+
ORD00726,PROD0055,USER0018,04-03-2023,Toys,651.88,2,44.99,Standard,COD,20,Female,Patna,Not Returned,No Return,0,717.2,0,717.2,1,0.4,1,0.4,1303.76,586.56,717.2,March,2023,18-24
ORD00727,PROD0468,USER1110,06-04-2024,Clothing,1750.36,2,19,Standard,Wallet,45,Male,Muzaffarpur,Not Returned,No Return,0,2835.6,0,2835.58,1,0.4,1,0.4,3500.72,665.14,2835.58,April,2024,45+
ORD00728,PROD0114,USER0184,23-07-2025,Electronics,1213.99,4,40.77,Standard,Debit Card,52,Female,Gaya,Not Returned,No Return,0,2876.2,0,2876.19,1,0.8,1,0.8,4855.96,1979.77,2876.19,July,2025,45+
ORD00729,PROD0213,USER0706,17-10-2023,Electronics,669.48,5,42.88,Standard,Credit Card,29,Male,Chandigarh,Returned,Defective,23,1912,200,1712.03,1,1,0,0,3347.4,1435.37,1912.03,October,2023,25-34
ORD00730,PROD0428,USER1825,24-12-2023,Clothing,1574.05,1,42.31,Next-Day,Credit Card,21,Female,Ludhiana,Not Returned,No Return,0,908.1,0,908.07,2,0.2,2,0.2,1574.05,665.98,908.07,December,2023,18-24
ORD00731,PROD0048,USER1951,16-01-2023,Clothing,1819.08,5,15.01,Standard,Credit Card,57,Female,Amritsar,Not Returned,No Return,0,7730.2,0,7730.18,1,1,1,1,9095.4,1365.22,7730.18,January,2023,45+
ORD00732,PROD0177,USER0416,22-04-2024,Books,1442.23,5,16.91,Standard,COD,46,Female,Jalandhar,Not Returned,No Return,0,5991.7,0,5991.74,1,1,1,1,7211.15,1219.41,5991.74,April,2024,45+
ORD00733,PROD0236,USER1250,27-12-2022,Toys,843.93,2,31.31,Standard,COD,50,Female,Kochi,Returned,Defective,59,1159.4,200,959.39,1,0.4,0,0,1687.86,528.47,1159.39,December,2022,45+
ORD00734,PROD0083,USER0458,10-07-2024,Electronics,362.48,2,32.61,Express,Debit Card,50,Female,Thiruvananthapuram,Not Returned,No Return,0,488.6,0,488.55,1.5,0.4,1.5,0.4,724.96,236.41,488.55,July,2024,45+
ORD00735,PROD0460,USER0117,11-10-2022,Clothing,172.31,3,32.21,Express,Credit Card,33,Female,Kozhikode,Not Returned,No Return,0,350.4,0,350.43,1.5,0.6,1.5,0.6,516.93,166.5,350.43,October,2022,25-34
ORD00736,PROD0429,USER0641,14-12-2022,Clothing,234.33,4,0.36,Express,Credit Card,40,Male,Thrissur,Not Returned,No Return,0,933.9,0,933.95,1.5,0.8,1.5,0.8,937.32,3.37,933.95,December,2022,35-44
ORD00737,PROD0399,USER1486,31-08-2022,Books,119.94,4,32.36,Standard,COD,59,Female,Guwahati,Returned,Wrong Item,28,324.5,200,124.51,1,0.8,0,0,479.76,155.25,324.51,August,2022,45+
ORD00738,PROD0294,USER1713,07-05-2022,Clothing,1855.84,4,33.34,Standard,Debit Card,58,Male,Shillong,Not Returned,No Return,0,4948.4,0,4948.41,1,0.8,1,0.8,7423.36,2474.95,4948.41,May,2022,45+
ORD00739,PROD0424,USER0664,13-03-2023,Books,322.98,4,4.95,Express,COD,37,Male,Imphal,Not Returned,No Return,0,1228,0,1227.97,1.5,0.8,1.5,0.8,1291.92,63.95,1227.97,March,2023,35-44
ORD00740,PROD0339,USER1467,26-07-2022,Toys,1337.66,5,44.5,Express,Wallet,59,Female,Aizawl,Not Returned,No Return,0,3712,0,3712.01,1.5,1,1.5,1,6688.3,2976.29,3712.01,July,2022,45+
ORD00741,PROD0289,USER0588,25-07-2022,Electronics,301.53,4,14.02,Standard,Wallet,41,Female,Itanagar,Not Returned,No Return,0,1037,0,1037.02,1,0.8,1,0.8,1206.12,169.1,1037.02,July,2022,35-44
ORD00742,PROD0454,USER0307,09-01-2022,Clothing,166.76,2,5.35,Next-Day,Wallet,57,Male,Panaji,Not Returned,No Return,0,315.7,0,315.68,2,0.4,2,0.4,333.52,17.84,315.68,January,2022,45+
ORD00743,PROD0314,USER0694,15-12-2024,Home Appliances,441.38,5,1.3,Standard,Credit Card,19,Female,Dehradun,Not Returned,No Return,0,2178.2,0,2178.21,1,1,1,1,2206.9,28.69,2178.21,December,2024,18-24
ORD00744,PROD0020,USER1356,25-08-2023,Clothing,255.77,4,14.72,Next-Day,Credit Card,33,Male,Shimla,Not Returned,No Return,0,872.5,0,872.48,2,0.8,2,0.8,1023.08,150.6,872.48,August,2023,25-34
ORD00745,PROD0112,USER1233,12-10-2022,Toys,1405.11,1,41.25,Next-Day,COD,43,Female,Jammu,Not Returned,No Return,0,825.5,0,825.5,2,0.2,2,0.2,1405.11,579.61,825.5,October,2022,35-44
ORD00746,PROD0192,USER0327,05-01-2022,Clothing,1698.73,3,28.89,Next-Day,Credit Card,22,Female,Srinagar,Returned,Defective,9,3623.9,200,3423.9,2,0.6,0,0,5096.19,1472.29,3623.9,January,2022,18-24
ORD00747,PROD0101,USER0656,27-05-2024,Books,346.56,5,9.62,Next-Day,Credit Card,58,Female,Jammu,Returned,Defective,13,1566.1,200,1366.1,2,1,0,0,1732.8,166.7,1566.1,May,2024,45+
ORD00748,PROD0190,USER1777,29-08-2025,Electronics,124.13,4,32.4,Next-Day,Debit Card,33,Female,Srinagar,Returned,Wrong Item,19,335.6,200,135.65,2,0.8,0,0,496.52,160.87,335.65,August,2025,25-34
ORD00749,PROD0096,USER1262,17-06-2023,Clothing,1093.16,1,16.23,Next-Day,Credit Card,50,Male,Mumbai,Returned,Changed Mind,47,915.7,200,715.74,2,0.2,0,0,1093.16,177.42,915.74,June,2023,45+
ORD00750,PROD0321,USER1604,22-08-2025,Electronics,1184.26,1,4.73,Next-Day,Credit Card,30,Female,Pune,Returned,Wrong Item,49,1128.2,200,928.24,2,0.2,0,0,1184.26,56.02,1128.24,August,2025,25-34
ORD00751,PROD0017,USER1320,29-12-2023,Books,1990.06,2,39.87,Express,COD,52,Male,Nagpur,Not Returned,No Return,0,2393.2,0,2393.25,1.5,0.4,1.5,0.4,3980.12,1586.87,2393.25,December,2023,45+
ORD00752,PROD0290,USER1995,16-05-2024,Clothing,1732.64,5,10.28,Standard,COD,43,Male,Nashik,Not Returned,No Return,0,7772.6,0,7772.62,1,1,1,1,8663.2,890.58,7772.62,May,2024,35-44
ORD00753,PROD0038,USER0836,31-05-2023,Clothing,340.07,5,37.2,Next-Day,Credit Card,54,Female,Aurangabad,Returned,Changed Mind,48,1067.8,200,867.82,2,1,0,0,1700.35,632.53,1067.82,May,2023,45+
ORD00754,PROD0255,USER0912,01-11-2022,Clothing,1122.34,3,40.31,Express,Wallet,23,Female,Thane,Returned,Defective,27,2009.8,200,1809.77,1.5,0.6,0,0,3367.02,1357.25,2009.77,November,2022,18-24
ORD00755,PROD0176,USER1703,24-05-2023,Books,294.78,5,6.04,Express,Debit Card,48,Female,Delhi,Not Returned,No Return,0,1384.9,0,1384.88,1.5,1,1.5,1,1473.9,89.02,1384.88,May,2023,45+
ORD00756,PROD0413,USER0385,22-08-2023,Clothing,1641.68,3,35.83,Next-Day,Credit Card,47,Female,Noida,Not Returned,No Return,0,3160.4,0,3160.4,2,0.6,2,0.6,4925.04,1764.64,3160.4,August,2023,45+
ORD00757,PROD0484,USER0450,12-05-2024,Electronics,649.28,5,38.05,Express,Credit Card,46,Female,Gurugram,Returned,Changed Mind,30,2011.1,200,1811.14,1.5,1,0,0,3246.4,1235.26,2011.14,May,2024,45+
ORD00758,PROD0272,USER1732,13-08-2022,Electronics,1532.14,4,43.51,Standard,Wallet,19,Female,Faridabad,Not Returned,No Return,0,3462,0,3462.02,1,0.8,1,0.8,6128.56,2666.54,3462.02,August,2022,18-24
ORD00759,PROD0225,USER0207,04-05-2023,Books,1859.83,4,20.92,Next-Day,Wallet,28,Female,Ghaziabad,Not Returned,No Return,0,5883,0,5883.01,2,0.8,2,0.8,7439.32,1556.31,5883.01,May,2023,25-34
ORD00760,PROD0293,USER0229,10-07-2023,Toys,327.06,5,7.83,Standard,Wallet,58,Male,Bengaluru,Not Returned,No Return,0,1507.3,0,1507.26,1,1,1,1,1635.3,128.04,1507.26,July,2023,45+
ORD00761,PROD0001,USER1992,03-02-2024,Books,503.15,1,29.68,Next-Day,COD,20,Male,Mysuru,Not Returned,No Return,0,353.8,0,353.82,2,0.2,2,0.2,503.15,149.33,353.82,February,2024,18-24
ORD00762,PROD0080,USER0173,13-05-2024,Toys,365.66,2,37.2,Standard,Credit Card,62,Male,Hubli,Returned,Defective,28,459.3,200,259.27,1,0.4,0,0,731.32,272.05,459.27,May,2024,45+
ORD00763,PROD0225,USER0984,20-03-2025,Clothing,1530.85,1,22.87,Standard,Credit Card,37,Female,Mangaluru,Not Returned,No Return,0,1180.7,0,1180.74,1,0.2,1,0.2,1530.85,350.11,1180.74,March,2025,35-44
ORD00764,PROD0451,USER0991,07-04-2023,Clothing,897.8,3,44.77,Standard,Credit Card,64,Female,Belagavi,Returned,Changed Mind,43,1487.6,200,1287.56,1,0.6,0,0,2693.4,1205.84,1487.56,April,2023,45+
ORD00765,PROD0422,USER1682,13-02-2022,Toys,1363.71,2,13.56,Standard,Debit Card,37,Male,Chennai,Not Returned,No Return,0,2357.6,0,2357.58,1,0.4,1,0.4,2727.42,369.84,2357.58,February,2022,35-44
ORD00766,PROD0312,USER0616,10-03-2025,Clothing,1191.45,5,25.81,Next-Day,Credit Card,51,Female,Coimbatore,Returned,Defective,51,4419.7,200,4219.68,2,1,0,0,5957.25,1537.57,4419.68,March,2025,45+
ORD00767,PROD0484,USER0993,14-08-2023,Books,554.28,2,43.89,Express,Debit Card,21,Female,Madurai,Not Returned,No Return,0,622,0,622.01,1.5,0.4,1.5,0.4,1108.56,486.55,622.01,August,2023,18-24
ORD00768,PROD0096,USER1693,18-11-2023,Clothing,1115.54,5,45.64,Next-Day,COD,52,Male,Salem,Returned,Wrong Item,47,3032,200,2832.04,2,1,0,0,5577.7,2545.66,3032.04,November,2023,45+
ORD00769,PROD0360,USER0504,19-05-2022,Electronics,1720.07,2,17.32,Next-Day,Wallet,45,Male,Tiruchirappalli,Returned,Wrong Item,54,2844.3,200,2644.31,2,0.4,0,0,3440.14,595.83,2844.31,May,2022,45+
ORD00770,PROD0043,USER1350,21-04-2022,Toys,240.82,3,39.61,Express,Credit Card,25,Female,Hyderabad,Not Returned,No Return,0,436.3,0,436.29,1.5,0.6,1.5,0.6,722.46,286.17,436.29,April,2022,25-34
ORD00771,PROD0096,USER0851,02-08-2023,Electronics,1218.87,4,10.07,Next-Day,Credit Card,18,Female,Warangal,Returned,Defective,39,4384.5,200,4184.52,2,0.8,0,0,4875.48,490.96,4384.52,August,2023,18-24
ORD00772,PROD0061,USER1977,12-12-2022,Toys,1714.71,5,15.99,Standard,Debit Card,58,Male,Karimnagar,Not Returned,No Return,0,7202.6,0,7202.64,1,1,1,1,8573.55,1370.91,7202.64,December,2022,45+
ORD00773,PROD0407,USER0422,03-02-2024,Books,1277.37,2,1.1,Standard,Debit Card,59,Male,Nizamabad,Returned,Wrong Item,6,2526.6,200,2326.64,1,0.4,0,0,2554.74,28.1,2526.64,February,2024,45+
ORD00774,PROD0180,USER1281,06-04-2025,Electronics,1301.19,3,40.61,Next-Day,COD,41,Male,Vijayawada,Returned,Defective,11,2318.3,200,2118.33,2,0.6,0,0,3903.57,1585.24,2318.33,April,2025,35-44
ORD00775,PROD0130,USER1221,29-06-2024,Books,1484.02,3,43.58,Standard,Wallet,31,Female,Visakhapatnam,Returned,Size Issue,20,2511.9,200,2311.85,1,0.6,0,0,4452.06,1940.21,2511.85,June,2024,25-34
ORD00776,PROD0328,USER0222,21-07-2023,Books,934.03,4,46.49,Next-Day,Wallet,53,Female,Guntur,Returned,Changed Mind,39,1999.2,200,1799.2,2,0.8,0,0,3736.12,1736.92,1999.2,July,2023,45+
ORD00777,PROD0242,USER0246,05-03-2024,Books,470.83,4,15.1,Next-Day,Wallet,52,Male,Tirupati,Not Returned,No Return,0,1598.9,0,1598.94,2,0.8,2,0.8,1883.32,284.38,1598.94,March,2024,45+
ORD00778,PROD0467,USER1850,29-06-2024,Clothing,1457.64,1,17.66,Next-Day,Debit Card,61,Male,Kakinada,Not Returned,No Return,0,1200.2,0,1200.22,2,0.2,2,0.2,1457.64,257.42,1200.22,June,2024,45+
ORD00779,PROD0297,USER1623,03-09-2023,Books,301.97,2,38.31,Express,Debit Card,31,Male,Kolkata,Not Returned,No Return,0,372.6,0,372.57,1.5,0.4,1.5,0.4,603.94,231.37,372.57,September,2023,25-34
ORD00780,PROD0352,USER1249,31-12-2023,Electronics,769.09,5,16.29,Express,COD,47,Male,Howrah,Not Returned,No Return,0,3219,0,3219.03,1.5,1,1.5,1,3845.45,626.42,3219.03,December,2023,45+
ORD00781,PROD0188,USER0300,23-09-2024,Toys,1332.56,2,12.13,Express,Debit Card,20,Male,Siliguri,Not Returned,No Return,0,2341.8,0,2341.84,1.5,0.4,1.5,0.4,2665.12,323.28,2341.84,September,2024,18-24
ORD00782,PROD0286,USER0057,12-12-2024,Clothing,1982.39,2,16.09,Express,Debit Card,18,Female,Durgapur,Returned,Changed Mind,58,3326.8,200,3126.85,1.5,0.4,0,0,3964.78,637.93,3326.85,December,2024,18-24
ORD00783,PROD0385,USER0884,03-09-2024,Toys,1444.7,5,20.08,Standard,Credit Card,58,Female,Asansol,Not Returned,No Return,0,5773,0,5773.02,1,1,1,1,7223.5,1450.48,5773.02,September,2024,45+
ORD00784,PROD0082,USER1061,27-01-2023,Clothing,417.6,4,17.19,Express,Wallet,20,Female,Ahmedabad,Returned,Defective,12,1383.3,200,1183.26,1.5,0.8,0,0,1670.4,287.14,1383.26,January,2023,18-24
ORD00785,PROD0007,USER0423,31-10-2023,Books,1580.53,3,29.73,Next-Day,Wallet,21,Female,Surat,Not Returned,No Return,0,3331.9,0,3331.92,2,0.6,2,0.6,4741.59,1409.67,3331.92,October,2023,18-24
ORD00786,PROD0112,USER1906,11-05-2023,Electronics,1588.64,1,31.15,Standard,Credit Card,28,Female,Vadodara,Returned,Defective,13,1093.8,200,893.78,1,0.2,0,0,1588.64,494.86,1093.78,May,2023,25-34
ORD00787,PROD0278,USER0584,08-06-2022,Clothing,1039.7,2,14.94,Standard,Wallet,33,Male,Rajkot,Not Returned,No Return,0,1768.7,0,1768.74,1,0.4,1,0.4,2079.4,310.66,1768.74,June,2022,25-34
ORD00788,PROD0206,USER1803,07-04-2023,Electronics,321.17,4,15.4,Express,Credit Card,49,Male,Bhavnagar,Not Returned,No Return,0,1086.8,0,1086.84,1.5,0.8,1.5,0.8,1284.68,197.84,1086.84,April,2023,45+
ORD00789,PROD0462,USER0081,16-06-2024,Clothing,1557.91,1,11.85,Next-Day,Debit Card,51,Female,Jaipur,Not Returned,No Return,0,1373.3,0,1373.3,2,0.2,2,0.2,1557.91,184.61,1373.3,June,2024,45+
ORD00790,PROD0224,USER1336,03-09-2023,Electronics,872.88,5,31.25,Next-Day,Wallet,36,Male,Jodhpur,Not Returned,No Return,0,3000.5,0,3000.52,2,1,2,1,4364.4,1363.88,3000.53,September,2023,35-44
ORD00791,PROD0030,USER1825,26-08-2023,Clothing,1485.14,5,36.68,Express,Debit Card,35,Female,Udaipur,Not Returned,No Return,0,4702,0,4701.95,1.5,1,1.5,1,7425.7,2723.75,4701.95,August,2023,35-44
ORD00792,PROD0422,USER1526,02-09-2025,Electronics,1855.16,5,29.91,Express,Wallet,33,Female,Kota,Not Returned,No Return,0,6501.4,0,6501.41,1.5,1,1.5,1,9275.8,2774.39,6501.41,September,2025,25-34
ORD00793,PROD0062,USER0466,27-09-2022,Clothing,1344.75,3,21.39,Next-Day,Credit Card,35,Female,Ajmer,Not Returned,No Return,0,3171.3,0,3171.32,2,0.6,2,0.6,4034.25,862.93,3171.32,September,2022,35-44
ORD00794,PROD0143,USER1357,13-08-2025,Clothing,455.58,2,48.59,Next-Day,COD,42,Female,Lucknow,Returned,Changed Mind,22,468.4,200,268.43,2,0.4,0,0,911.16,442.73,468.43,August,2025,35-44
ORD00795,PROD0244,USER1209,05-02-2025,Toys,1156.84,4,29.61,Express,COD,41,Female,Kanpur,Not Returned,No Return,0,3257.2,0,3257.2,1.5,0.8,1.5,0.8,4627.36,1370.16,3257.2,February,2025,35-44
ORD00796,PROD0486,USER1218,17-09-2023,Clothing,981.3,1,34.73,Next-Day,Credit Card,48,Male,Agra,Not Returned,No Return,0,640.5,0,640.49,2,0.2,2,0.2,981.3,340.81,640.49,September,2023,45+
ORD00797,PROD0391,USER0672,28-02-2022,Electronics,1064.23,5,4.31,Next-Day,COD,33,Male,Varanasi,Not Returned,No Return,0,5091.8,0,5091.81,2,1,2,1,5321.15,229.34,5091.81,February,2022,25-34
ORD00798,PROD0364,USER0550,23-06-2024,Home Appliances,331.74,3,8.86,Standard,COD,45,Female,Prayagraj,Not Returned,No Return,0,907,0,907.04,1,0.6,1,0.6,995.22,88.18,907.04,June,2024,45+
ORD00799,PROD0266,USER1918,04-09-2024,Electronics,1155.85,2,14.57,Standard,COD,34,Male,Indore,Returned,Wrong Item,19,1974.9,200,1774.89,1,0.4,0,0,2311.7,336.81,1974.89,September,2024,25-34
ORD00800,PROD0476,USER0308,18-03-2024,Books,1029.64,3,5.59,Next-Day,COD,55,Male,Bhopal,Not Returned,No Return,0,2916.2,0,2916.25,2,0.6,2,0.6,3088.92,172.67,2916.25,March,2024,45+
ORD00801,PROD0198,USER1850,04-04-2022,Electronics,1433.72,4,44.72,Standard,Credit Card,30,Male,Jabalpur,Returned,Size Issue,53,3170.2,200,2970.24,1,0.8,0,0,5734.88,2564.64,3170.24,April,2022,25-34
ORD00802,PROD0048,USER0594,24-10-2023,Toys,1754.36,2,4.35,Express,Debit Card,41,Male,Gwalior,Not Returned,No Return,0,3356.1,0,3356.09,1.5,0.4,1.5,0.4,3508.72,152.63,3356.09,October,2023,35-44
ORD00803,PROD0164,USER0310,10-04-2024,Electronics,1024.52,3,9.79,Standard,Wallet,64,Female,Raipur,Returned,Wrong Item,59,2772.7,200,2572.66,1,0.6,0,0,3073.56,300.9,2772.66,April,2024,45+
ORD00804,PROD0328,USER1668,28-06-2022,Electronics,567.84,2,29.46,Express,Wallet,39,Male,Bilaspur,Not Returned,No Return,0,801.1,0,801.11,1.5,0.4,1.5,0.4,1135.68,334.57,801.11,June,2022,35-44
ORD00805,PROD0118,USER1260,10-07-2024,Electronics,482.18,4,33.28,Standard,Debit Card,38,Female,Bhubaneswar,Not Returned,No Return,0,1286.8,0,1286.84,1,0.8,1,0.8,1928.72,641.88,1286.84,July,2024,35-44
ORD00806,PROD0182,USER0337,25-06-2023,Books,1540.7,1,21.78,Next-Day,Wallet,44,Female,Cuttack,Not Returned,No Return,0,1205.1,0,1205.14,2,0.2,2,0.2,1540.7,335.56,1205.14,June,2023,35-44
